DATA
0.526136 0.897178 345.120000 25.955442 -53.064337 60.000000 0.075000 0.333333 0
0.527938 0.894853 345.120000 25.955442 -54.814337 60.000000 0.075000 0.333333 0
0.529741 0.892453 345.120000 25.955442 -56.564337 60.000000 0.075000 0.333333 0
0.531543 0.889977 345.120000 25.955442 -58.314337 60.000000 0.075000 0.333333 0
0.533382 0.887374 345.120000 25.955442 -60.099337 60.000000 0.075000 0.333333 0
0.535184 0.884746 345.120000 25.955442 -61.849337 60.000000 0.075000 0.333333 0
0.536987 0.882042 345.120000 25.955442 -63.599337 60.000000 0.075000 0.333333 0
0.538789 0.879263 345.120000 25.955442 -65.349337 60.000000 0.075000 0.333333 0
0.540591 0.876409 345.120000 25.955442 -67.099337 60.000000 0.075000 0.333333 0
0.542394 0.873479 345.120000 25.955442 -68.849337 60.000000 0.075000 0.333333 0
0.544196 0.870473 345.120000 25.955442 -70.599337 60.000000 0.075000 0.333333 3
0.545963 0.867476 345.120000 24.928260 -68.483474 59.650000 0.075000 0.333333 0
0.547729 0.864426 345.120000 24.928260 -70.268474 59.650000 0.075000 0.333333 3
0.549424 0.861442 345.120000 23.901078 -68.152611 59.300000 0.075000 0.333333 0
0.551084 0.858467 345.120000 23.901078 -69.902611 59.300000 0.075000 0.333333 0
0.552744 0.855416 345.120000 23.901078 -71.652611 59.300000 0.075000 0.333333 3
0.554368 0.852374 345.120000 22.873896 -69.536747 58.950000 0.075000 0.333333 0
0.555957 0.849339 345.120000 22.873896 -71.286747 58.950000 0.075000 0.333333 3
0.557509 0.846311 345.120000 21.846714 -69.170884 58.600000 0.075000 0.333333 0
0.559057 0.843231 345.120000 21.846714 -70.955884 58.600000 0.075000 0.333333 3
0.560538 0.840218 345.120000 20.819533 -68.840021 58.250000 0.075000 0.333333 0
0.561984 0.837213 345.120000 20.819533 -70.590021 58.250000 0.075000 0.333333 3
0.563394 0.834216 345.120000 19.792351 -68.474158 57.900000 0.075000 0.333333 0
0.564769 0.831227 345.120000 19.792351 -70.224158 57.900000 0.075000 0.333333 3
0.566107 0.828246 345.120000 18.765169 -68.108295 57.550000 0.075000 0.333333 0
0.567411 0.825272 345.120000 18.765169 -69.858295 57.550000 0.075000 0.333333 0
0.568740 0.822162 345.120000 18.765169 -71.643295 57.550000 0.075000 0.333333 3
0.570007 0.819119 345.120000 17.737987 -69.527432 57.200000 0.075000 0.333333 0
0.571239 0.816085 345.120000 17.737987 -71.277432 57.200000 0.075000 0.333333 3
0.572435 0.813058 345.120000 16.710806 -69.161569 56.850000 0.075000 0.333333 0
0.573596 0.810039 345.120000 16.710806 -70.911569 56.850000 0.075000 0.333333 3
0.574721 0.807028 345.120000 15.683624 -68.795706 56.500000 0.075000 0.333333 0
0.575810 0.804025 345.120000 15.683624 -70.545706 56.500000 0.075000 0.333333 3
0.576863 0.801030 345.120000 14.656442 -68.429843 56.150000 0.075000 0.333333 0
